"시점","항공사별(1)","도착출발별(1)",운항 (편),여객 (명),화물 (톤)
"2017.01","아시아나항공","계",12278,2150562,83765
"2017.01","아시아나항공","도착",6141,1071932,41237
"2017.01","아시아나항공","출발",6137,1078630,42528
"2017.01","에어부산","계",5551,917653,10293
"2017.01","에어부산","도착",2777,458649,6799
"2017.01","에어부산","출발",2774,459004,3495
"2017.01","에어인천","계",86,0,597
"2017.01","에어인천","도착",43,0,120
"2017.01","에어인천","출발",43,0,476
"2017.01","에어서울","계",415,61421,604
"2017.01","에어서울","도착",207,29964,311
"2017.01","에어서울","출발",208,31457,293
"2017.01","제주항공","계",6662,1169280,8535
"2017.01","제주항공","도착",3331,580057,4380
"2017.01","제주항공","출발",3331,589223,4155
"2017.01","진에어","계",5212,991637,10076
"2017.01","진에어","도착",2607,493823,5176
"2017.01","진에어","출발",2605,497814,4901
"2017.01","대한항공","계",18161,3003143,151099
"2017.01","대한항공","도착",9086,1488895,74232
"2017.01","대한항공","출발",9075,1514248,76866
"2017.01","티웨이항공","계",4349,764800,4916
"2017.01","티웨이항공","도착",2175,381090,2503
"2017.01","티웨이항공","출발",2174,383710,2413
"2017.01","이스타항공","계",4264,692397,4122
"2017.01","이스타항공","도착",2132,344752,2082
"2017.01","이스타항공","출발",2132,347645,2040
"2017.01","외항사","계",14353,2367631,101566
"2017.01","외항사","도착",7180,1171342,47720
"2017.01","외항사","출발",7173,1196289,53846
"2017.02","아시아나항공","계",11078,1961918,76670
"2017.02","아시아나항공","도착",5539,982106,38000
"2017.02","아시아나항공","출발",5539,979812,38670
"2017.02","에어부산","계",5078,863651,9738
"2017.02","에어부산","도착",2540,432111,6564
"2017.02","에어부산","출발",2538,431540,3173
"2017.02","에어인천","계",58,0,356
"2017.02","에어인천","도착",29,0,109
"2017.02","에어인천","출발",29,0,247
"2017.02","에어서울","계",368,59508,593
"2017.02","에어서울","도착",184,29501,314
"2017.02","에어서울","출발",184,30007,279
"2017.02","제주항공","계",6111,1098664,7979
"2017.02","제주항공","도착",3055,549107,4187
"2017.02","제주항공","출발",3056,549557,3792
"2017.02","진에어","계",4700,909486,9525
"2017.02","진에어","도착",2350,457155,4960
"2017.02","진에어","출발",2350,452331,4565
"2017.02","대한항공","계",16305,2764226,141435
"2017.02","대한항공","도착",8149,1388796,69805
"2017.02","대한항공","출발",8156,1375430,71630
"2017.02","티웨이항공","계",3980,714279,4590
"2017.02","티웨이항공","도착",1990,357863,2376
"2017.02","티웨이항공","출발",1990,356416,2213
"2017.02","이스타항공","계",3870,646385,3848
"2017.02","이스타항공","도착",1935,323703,1981
"2017.02","이스타항공","출발",1935,322682,1866
"2017.02","외항사","계",12884,2214863,97359
"2017.02","외항사","도착",6442,1109057,46162
"2017.02","외항사","출발",6442,1105806,51196
"2017.03","아시아나항공","계",12491,1933284,85808
"2017.03","아시아나항공","도착",6243,974474,42938
"2017.03","아시아나항공","출발",6248,958810,42869
"2017.03","에어부산","계",5513,845065,9345
"2017.03","에어부산","도착",2756,424925,6346
"2017.03","에어부산","출발",2757,420140,2999
"2017.03","에어인천","계",68,0,356
"2017.03","에어인천","도착",34,0,95
"2017.03","에어인천","출발",34,0,261
"2017.03","에어서울","계",404,57694,580
"2017.03","에어서울","도착",202,28730,306
"2017.03","에어서울","출발",202,28964,274
"2017.03","제주항공","계",6883,1205789,8177
"2017.03","제주항공","도착",3443,606673,4284
"2017.03","제주항공","출발",3440,599116,3893
"2017.03","진에어","계",5014,960649,10205
"2017.03","진에어","도착",2510,484010,5292
"2017.03","진에어","출발",2504,476639,4913
"2017.03","대한항공","계",18057,2731855,164590
"2017.03","대한항공","도착",9025,1382215,81869
"2017.03","대한항공","출발",9032,1349640,82721
"2017.03","티웨이항공","계",4213,702499,4103
"2017.03","티웨이항공","도착",2107,353147,2118
"2017.03","티웨이항공","출발",2106,349352,1985
"2017.03","이스타항공","계",4232,664011,3705
"2017.03","이스타항공","도착",2116,333133,1934
"2017.03","이스타항공","출발",2116,330878,1770
"2017.03","외항사","계",13365,1977451,113109
"2017.03","외항사","도착",6682,1019224,53974
"2017.03","외항사","출발",6683,958227,59135
"2017.04","아시아나항공","계",12111,2055706,80536
"2017.04","아시아나항공","도착",6056,1016803,39992
"2017.04","아시아나항공","출발",6055,1038903,40544
"2017.04","에어부산","계",5433,887492,6057
"2017.04","에어부산","도착",2714,441419,3046
"2017.04","에어부산","출발",2719,446073,3011
"2017.04","에어인천","계",54,0,303
"2017.04","에어인천","도착",27,0,86
"2017.04","에어인천","출발",27,0,217
"2017.04","에어서울","계",419,55799,592
"2017.04","에어서울","도착",210,27439,309
"2017.04","에어서울","출발",209,28360,283
"2017.04","제주항공","계",6940,1228046,8200
"2017.04","제주항공","도착",3469,608958,4226
"2017.04","제주항공","출발",3471,619088,3974
"2017.04","진에어","계",5152,1130074,11219
"2017.04","진에어","도착",2575,562968,5690
"2017.04","진에어","출발",2577,567106,5529
"2017.04","대한항공","계",17655,2993633,152702
"2017.04","대한항공","도착",8823,1482726,75476
"2017.04","대한항공","출발",8832,1510907,77226
"2017.04","티웨이항공","계",4295,736446,4395
"2017.04","티웨이항공","도착",2147,366042,2240
"2017.04","티웨이항공","출발",2148,370404,2155
"2017.04","이스타항공","계",4453,730754,4056
"2017.04","이스타항공","도착",2227,364108,2098
"2017.04","이스타항공","출발",2226,366646,1958
"2017.04","외항사","계",11958,1877019,108382
"2017.04","외항사","도착",5978,907194,51114
"2017.04","외항사","출발",5980,969825,57268
"2017.05","아시아나항공","계",12358,2078206,78725
"2017.05","아시아나항공","도착",6179,1051163,39822
"2017.05","아시아나항공","출발",6179,1027043,38903
"2017.05","에어부산","계",5790,943755,6094
"2017.05","에어부산","도착",2894,473241,3124
"2017.05","에어부산","출발",2896,470514,2971
"2017.05","에어인천","계",56,0,319
"2017.05","에어인천","도착",28,0,75
"2017.05","에어인천","출발",28,0,244
"2017.05","에어서울","계",432,50228,510
"2017.05","에어서울","도착",216,25402,275
"2017.05","에어서울","출발",216,24826,234
"2017.05","제주항공","계",7459,1298005,8358
"2017.05","제주항공","도착",3730,650164,4394
"2017.05","제주항공","출발",3729,647841,3963
"2017.05","진에어","계",5555,1122634,10257
"2017.05","진에어","도착",2778,564113,5268
"2017.05","진에어","출발",2777,558521,4989
"2017.05","대한항공","계",18354,2981116,150000
"2017.05","대한항공","도착",9181,1512261,75300
"2017.05","대한항공","출발",9173,1468855,74701
"2017.05","티웨이항공","계",4515,748088,4562
"2017.05","티웨이항공","도착",2257,375062,2327
"2017.05","티웨이항공","출발",2258,373026,2235
"2017.05","이스타항공","계",4612,707712,3856
"2017.05","이스타항공","도착",2306,355450,2031
"2017.05","이스타항공","출발",2306,352262,1825
"2017.05","외항사","계",12380,1881367,104816
"2017.05","외항사","도착",6191,962579,51123
"2017.05","외항사","출발",6189,918788,53693
"2017.06","아시아나항공","계",12080,2178997,79462
"2017.06","아시아나항공","도착",6041,1091320,40597
"2017.06","아시아나항공","출발",6039,1087677,38865
"2017.06","에어부산","계",5718,957895,6158
"2017.06","에어부산","도착",2861,478123,3160
"2017.06","에어부산","출발",2857,479772,2997
"2017.06","에어인천","계",65,0,352
"2017.06","에어인천","도착",32,0,74
"2017.06","에어인천","출발",33,0,278
"2017.06","에어서울","계",409,54638,555
"2017.06","에어서울","도착",204,26563,290
"2017.06","에어서울","출발",205,28075,265
"2017.06","제주항공","계",7115,1265289,8057
"2017.06","제주항공","도착",3557,629085,4167
"2017.06","제주항공","출발",3558,636204,3890
"2017.06","진에어","계",5348,1049111,9452
"2017.06","진에어","도착",2675,522434,4836
"2017.06","진에어","출발",2673,526677,4616
"2017.06","대한항공","계",17996,2983804,151209
"2017.06","대한항공","도착",8997,1497553,76155
"2017.06","대한항공","출발",8999,1486251,75053
"2017.06","티웨이항공","계",4368,755124,4613
"2017.06","티웨이항공","도착",2185,375641,2350
"2017.06","티웨이항공","출발",2183,379483,2262
"2017.06","이스타항공","계",4428,713134,3771
"2017.06","이스타항공","도착",2213,354065,1953
"2017.06","이스타항공","출발",2215,359069,1818
"2017.06","외항사","계",12147,1871434,106222
"2017.06","외항사","도착",6077,929589,51513
"2017.06","외항사","출발",6070,941845,54709
"2017.07","아시아나항공","계",12579,2262990,83454
"2017.07","아시아나항공","도착",6290,1124481,42312
"2017.07","아시아나항공","출발",6289,1138509,41142
"2017.07","에어부산","계",5929,960736,6422
"2017.07","에어부산","도착",2961,477964,3290
"2017.07","에어부산","출발",2968,482772,3131
"2017.07","에어인천","계",54,0,311
"2017.07","에어인천","도착",27,0,93
"2017.07","에어인천","출발",27,0,218
"2017.07","에어서울","계",427,55797,560
"2017.07","에어서울","도착",214,27209,286
"2017.07","에어서울","출발",213,28588,273
"2017.07","제주항공","계",7496,1333655,8937
"2017.07","제주항공","도착",3747,661205,4609
"2017.07","제주항공","출발",3749,672450,4328
"2017.07","진에어","계",5642,1078663,9638
"2017.07","진에어","도착",2817,533735,4803
"2017.07","진에어","출발",2825,544928,4836
"2017.07","대한항공","계",18669,2994831,158631
"2017.07","대한항공","도착",9336,1479724,79175
"2017.07","대한항공","출발",9333,1515107,79457
"2017.07","티웨이항공","계",4727,808587,5176
"2017.07","티웨이항공","도착",2361,400233,2668
"2017.07","티웨이항공","출발",2366,408354,2507
"2017.07","이스타항공","계",4556,756096,4559
"2017.07","이스타항공","도착",2277,375168,2379
"2017.07","이스타항공","출발",2279,380928,2180
"2017.07","외항사","계",13179,2030840,107271
"2017.07","외항사","도착",6596,983658,52312
"2017.07","외항사","출발",6583,1047182,54959
"2017.08","아시아나항공","계",12659,2395346,84171
"2017.08","아시아나항공","도착",6326,1209697,42270
"2017.08","아시아나항공","출발",6333,1185649,41901
"2017.08","에어부산","계",5952,1010808,7000
"2017.08","에어부산","도착",2977,508999,3654
"2017.08","에어부산","출발",2975,501809,3346
"2017.08","에어인천","계",80,0,546
"2017.08","에어인천","도착",40,0,113
"2017.08","에어인천","출발",40,0,433
"2017.08","에어서울","계",422,59212,608
"2017.08","에어서울","도착",211,30547,330
"2017.08","에어서울","출발",211,28665,279
"2017.08","제주항공","계",7526,1360263,9718
"2017.08","제주항공","도착",3764,684971,5110
"2017.08","제주항공","출발",3762,675292,4609
"2017.08","진에어","계",5836,1128326,9645
"2017.08","진에어","도착",2920,570714,4867
"2017.08","진에어","출발",2916,557612,4777
"2017.08","대한항공","계",18716,3270308,162036
"2017.08","대한항공","도착",9356,1656932,80330
"2017.08","대한항공","출발",9360,1613376,81706
"2017.08","티웨이항공","계",4876,853410,5605
"2017.08","티웨이항공","도착",2440,430154,2950
"2017.08","티웨이항공","출발",2436,423256,2655
"2017.08","이스타항공","계",4717,804380,4998
"2017.08","이스타항공","도착",2359,405447,2640
"2017.08","이스타항공","출발",2358,398933,2358
"2017.08","외항사","계",13308,2152521,105575
"2017.08","외항사","도착",6655,1110487,51328
"2017.08","외항사","출발",6653,1042034,54246
"2017.09","아시아나항공","계",12088,2176737,86703
"2017.09","아시아나항공","도착",6044,1071731,42808
"2017.09","아시아나항공","출발",6044,1105006,43895
"2017.09","에어부산","계",5819,948885,6650
"2017.09","에어부산","도착",2908,471263,3373
"2017.09","에어부산","출발",2911,477622,3277
"2017.09","에어인천","계",114,0,846
"2017.09","에어인천","도착",57,0,211
"2017.09","에어인천","출발",57,0,635
"2017.09","에어서울","계",493,67609,656
"2017.09","에어서울","도착",246,31771,331
"2017.09","에어서울","출발",247,35838,325
"2017.09","제주항공","계",7442,1332785,8873
"2017.09","제주항공","도착",3719,662047,4576
"2017.09","제주항공","출발",3723,670738,4297
"2017.09","진에어","계",5467,1089440,11796
"2017.09","진에어","도착",2732,542074,5874
"2017.09","진에어","출발",2735,547366,5923
"2017.09","대한항공","계",17988,2925779,161153
"2017.09","대한항공","도착",8994,1434149,79080
"2017.09","대한항공","출발",8994,1491630,82072
"2017.09","티웨이항공","계",4646,780052,4914
"2017.09","티웨이항공","도착",2321,386604,2494
"2017.09","티웨이항공","출발",2325,393448,2420
"2017.09","이스타항공","계",4539,746595,4099
"2017.09","이스타항공","도착",2269,370725,2124
"2017.09","이스타항공","출발",2270,375870,1975
"2017.09","외항사","계",12774,1912573,111582
"2017.09","외항사","도착",6383,926143,51673
"2017.09","외항사","출발",6391,986430,59909
"2017.10","아시아나항공","계",12402,2237140,86885
"2017.10","아시아나항공","도착",6204,1140028,43534
"2017.10","아시아나항공","출발",6198,1097112,43351
"2017.10","에어부산","계",6007,990800,7024
"2017.10","에어부산","도착",3008,499393,3651
"2017.10","에어부산","출발",2999,491407,3373
"2017.10","에어인천","계",94,0,772
"2017.10","에어인천","도착",47,0,195
"2017.10","에어인천","출발",47,0,576
"2017.10","에어서울","계",600,86322,870
"2017.10","에어서울","도착",299,43377,484
"2017.10","에어서울","출발",301,42945,386
"2017.10","제주항공","계",7857,1376072,9512
"2017.10","제주항공","도착",3931,695852,5027
"2017.10","제주항공","출발",3926,680220,4485
"2017.10","진에어","계",5703,1093068,10670
"2017.10","진에어","도착",2853,553199,5372
"2017.10","진에어","출발",2850,539869,5298
"2017.10","대한항공","계",18579,3023017,157998
"2017.10","대한항공","도착",9297,1547290,77641
"2017.10","대한항공","출발",9282,1475727,80357
"2017.10","티웨이항공","계",4862,800017,5294
"2017.10","티웨이항공","도착",2433,403174,2744
"2017.10","티웨이항공","출발",2429,396843,2550
"2017.10","이스타항공","계",4436,715472,4298
"2017.10","이스타항공","도착",2217,360977,2277
"2017.10","이스타항공","출발",2219,354495,2021
"2017.10","외항사","계",13564,2106180,106943
"2017.10","외항사","도착",6786,1109737,50497
"2017.10","외항사","출발",6778,996443,56446
"2017.11","아시아나항공","계",11223,2110220,88644
"2017.11","아시아나항공","도착",5609,1050311,43446
"2017.11","아시아나항공","출발",5614,1059909,45198
"2017.11","에어부산","계",5756,977963,6937
"2017.11","에어부산","도착",2875,487494,3555
"2017.11","에어부산","출발",2881,490469,3382
"2017.11","에어인천","계",112,0,1075
"2017.11","에어인천","도착",56,0,343
"2017.11","에어인천","출발",56,0,732
"2017.11","에어서울","계",692,106612,1040
"2017.11","에어서울","도착",346,52428,552
"2017.11","에어서울","출발",346,54184,488
"2017.11","제주항공","계",7272,1299520,8885
"2017.11","제주항공","도착",3635,646505,4567
"2017.11","제주항공","출발",3637,653015,4318
"2017.11","진에어","계",5091,964013,9647
"2017.11","진에어","도착",2544,480260,4689
"2017.11","진에어","출발",2547,483753,4958
"2017.11","대한항공","계",17571,2820166,164845
"2017.11","대한항공","도착",8781,1407373,80781
"2017.11","대한항공","출발",8790,1412793,84064
"2017.11","티웨이항공","계",4648,808165,5146
"2017.11","티웨이항공","도착",2323,402524,2623
"2017.11","티웨이항공","출발",2325,405641,2523
"2017.11","이스타항공","계",4234,733624,4243
"2017.11","이스타항공","도착",2117,364317,2195
"2017.11","이스타항공","출발",2117,369307,2049
"2017.11","외항사","계",12849,1979189,112974
"2017.11","외항사","도착",6424,980461,52068
"2017.11","외항사","출발",6425,998728,60906
"2017.12","아시아나항공","계",11264,2064840,88358
"2017.12","아시아나항공","도착",5635,1034701,44366
"2017.12","아시아나항공","출발",5629,1030139,43992
"2017.12","에어부산","계",6552,1058763,7329
"2017.12","에어부산","도착",3275,528593,3786
"2017.12","에어부산","출발",3277,530170,3543
"2017.12","에어인천","계",101,0,843
"2017.12","에어인천","도착",50,0,149
"2017.12","에어인천","출발",51,0,694
"2017.12","에어서울","계",756,112068,1092
"2017.12","에어서울","도착",378,56656,593
"2017.12","에어서울","출발",378,55412,499
"2017.12","제주항공","계",7616,1351073,9529
"2017.12","제주항공","도착",3807,672144,4941
"2017.12","제주항공","출발",3809,678929,4587
"2017.12","진에어","계",5364,994691,9862
"2017.12","진에어","도착",2679,495744,4947
"2017.12","진에어","출발",2685,498947,4915
"2017.12","대한항공","계",18027,2795957,163628
"2017.12","대한항공","도착",9019,1406623,82072
"2017.12","대한항공","출발",9008,1389334,81557
"2017.12","티웨이항공","계",4664,797813,5271
"2017.12","티웨이항공","도착",2328,397230,2707
"2017.12","티웨이항공","출발",2336,400583,2564
"2017.12","이스타항공","계",4253,722892,4593
"2017.12","이스타항공","도착",2125,357639,2369
"2017.12","이스타항공","출발",2128,365253,2224
"2017.12","외항사","계",13687,2142918,113995
"2017.12","외항사","도착",6842,1052562,54061
"2017.12","외항사","출발",6845,1090356,59935
"2018.01","아시아나항공","계",11753,2245944,87456
"2018.01","아시아나항공","도착",5875,1114858,43279
"2018.01","아시아나항공","출발",5878,1131086,44177
"2018.01","에어부산","계",6581,1109957,8059
"2018.01","에어부산","도착",3290,553665,4151
"2018.01","에어부산","출발",3291,556292,3908
"2018.01","에어인천","계",100,0,698
"2018.01","에어인천","도착",50,0,117
"2018.01","에어인천","출발",50,0,581
"2018.01","에어서울","계",839,132160,1286
"2018.01","에어서울","도착",419,63307,649
"2018.01","에어서울","출발",420,68853,637
"2018.01","제주항공","계",7602,1357442,10123
"2018.01","제주항공","도착",3800,672054,5234
"2018.01","제주항공","출발",3802,685388,4890
"2018.01","진에어","계",5120,976234,9845
"2018.01","진에어","도착",2560,485839,4983
"2018.01","진에어","출발",2560,490395,4862
"2018.01","대한항공","계",17642,2892572,150040
"2018.01","대한항공","도착",8820,1425736,74265
"2018.01","대한항공","출발",8822,1466836,75775
"2018.01","티웨이항공","계",4957,872396,5854
"2018.01","티웨이항공","도착",2478,433892,3010
"2018.01","티웨이항공","출발",2479,438504,2845
"2018.01","이스타항공","계",4403,780545,5120
"2018.01","이스타항공","도착",2202,386635,2648
"2018.01","이스타항공","출발",2201,393910,2472
"2018.01","외항사","계",14141,2320461,109238
"2018.01","외항사","도착",7069,1134506,51793
"2018.01","외항사","출발",7072,1185955,57445
"2018.02","아시아나항공","계",10465,1921913,75047
"2018.02","아시아나항공","도착",5234,971613,38190
"2018.02","아시아나항공","출발",5231,950300,36858
"2018.02","에어부산","계",6073,1013617,7479
"2018.02","에어부산","도착",3038,507802,3877
"2018.02","에어부산","출발",3035,505815,3602
"2018.02","에어인천","계",54,0,434
"2018.02","에어인천","도착",27,0,122
"2018.02","에어인천","출발",27,0,312
"2018.02","에어서울","계",768,130501,1248
"2018.02","에어서울","도착",384,65723,671
"2018.02","에어서울","출발",384,64778,577
"2018.02","제주항공","계",7087,1247316,9194
"2018.02","제주항공","도착",3543,624554,4860
"2018.02","제주항공","출발",3544,622762,4334
"2018.02","진에어","계",4768,891226,8943
"2018.02","진에어","도착",2384,448762,4606
"2018.02","진에어","출발",2384,442464,4337
"2018.02","대한항공","계",16154,2603990,134929
"2018.02","대한항공","도착",8076,1321418,68627
"2018.02","대한항공","출발",8078,1282572,66302
"2018.02","티웨이항공","계",4456,762857,5169
"2018.02","티웨이항공","도착",2228,382915,2715
"2018.02","티웨이항공","출발",2228,379942,2454
"2018.02","이스타항공","계",3962,686391,4673
"2018.02","이스타항공","도착",1981,343513,2487
"2018.02","이스타항공","출발",1981,342878,2187
"2018.02","외항사","계",12792,2140665,99360
"2018.02","외항사","도착",6395,1081890,48723
"2018.02","외항사","출발",6397,1058775,50637
"2018.03","아시아나항공","계",11851,2160303,92231
"2018.03","아시아나항공","도착",5926,1095682,46892
"2018.03","아시아나항공","출발",5925,1064621,45339
"2018.03","에어부산","계",6650,1061646,7891
"2018.03","에어부산","도착",3325,533899,4073
"2018.03","에어부산","출발",3325,527747,3818
"2018.03","에어인천","계",108,0,913
"2018.03","에어인천","도착",54,0,140
"2018.03","에어인천","출발",54,0,773
"2018.03","에어서울","계",844,142971,1310
"2018.03","에어서울","도착",421,71898,668
"2018.03","에어서울","출발",423,71073,642
"2018.03","제주항공","계",7765,1347276,9338
"2018.03","제주항공","도착",3885,680662,4966
"2018.03","제주항공","출발",3880,666614,4372
"2018.03","진에어","계",5513,1016255,10948
"2018.03","진에어","도착",2760,514986,5656
"2018.03","진에어","출발",2753,501269,5293
"2018.03","대한항공","계",18052,2772953,162684
"2018.03","대한항공","도착",9027,1414957,81831
"2018.03","대한항공","출발",9025,1357996,80853
"2018.03","티웨이항공","계",4578,760060,5091
"2018.03","티웨이항공","도착",2289,383509,2649
"2018.03","티웨이항공","출발",2289,376551,2443
"2018.03","이스타항공","계",4289,726059,4524
"2018.03","이스타항공","도착",2144,365821,2409
"2018.03","이스타항공","출발",2145,360238,2115
"2018.03","외항사","계",13971,2191836,117454
"2018.03","외항사","도착",6993,1151253,57253
"2018.03","외항사","출발",6978,1040583,60201
"2018.04","아시아나항공","계",11720,2292905,86086
"2018.04","아시아나항공","도착",5860,1147795,43664
"2018.04","아시아나항공","출발",5860,1145110,42422
"2018.04","에어부산","계",6242,1062287,7037
"2018.04","에어부산","도착",3122,531115,3603
"2018.04","에어부산","출발",3120,531172,3434
"2018.04","에어인천","계",84,0,679
"2018.04","에어인천","도착",42,0,141
"2018.04","에어인천","출발",42,0,538
"2018.04","에어서울","계",823,140870,1276
"2018.04","에어서울","도착",412,70629,672
"2018.04","에어서울","출발",411,70241,605
"2018.04","제주항공","계",7639,1365802,9334
"2018.04","제주항공","도착",3818,683158,4857
"2018.04","제주항공","출발",3821,682644,4476
"2018.04","진에어","계",5578,1150635,11274
"2018.04","진에어","도착",2790,578536,5985
"2018.04","진에어","출발",2788,572099,5289
"2018.04","대한항공","계",17880,3025544,151060
"2018.04","대한항공","도착",8947,1515243,76164
"2018.04","대한항공","출발",8933,1510301,74895
"2018.04","티웨이항공","계",4749,829264,5255
"2018.04","티웨이항공","도착",2375,414502,2732
"2018.04","티웨이항공","출발",2374,414762,2523
"2018.04","이스타항공","계",4046,721585,4492
"2018.04","이스타항공","도착",2023,360418,2341
"2018.04","이스타항공","출발",2023,361167,2150
"2018.04","외항사","계",13361,2190736,114972
"2018.04","외항사","도착",6675,1087795,54780
"2018.04","외항사","출발",6686,1102941,60192
"2018.05","아시아나항공","계",12095,2247612,82883
"2018.05","아시아나항공","도착",6043,1123853,42186
"2018.05","아시아나항공","출발",6052,1123759,40697
"2018.05","에어부산","계",6448,1081013,6833
"2018.05","에어부산","도착",3223,539704,3505
"2018.05","에어부산","출발",3225,541309,3328
"2018.05","에어인천","계",125,0,913
"2018.05","에어인천","도착",62,0,179
"2018.05","에어인천","출발",63,0,734
"2018.05","에어서울","계",834,138953,1174
"2018.05","에어서울","도착",416,68893,610
"2018.05","에어서울","출발",418,70060,565
"2018.05","제주항공","계",8268,1432666,9237
"2018.05","제주항공","도착",4134,715705,4854
"2018.05","제주항공","출발",4134,716961,4383
"2018.05","진에어","계",5768,1114230,10621
"2018.05","진에어","도착",2882,558413,5550
"2018.05","진에어","출발",2886,555817,5071
"2018.05","대한항공","계",18675,2968606,148042
"2018.05","대한항공","도착",9328,1487223,73873
"2018.05","대한항공","출발",9347,1481383,74168
"2018.05","티웨이항공","계",5006,850865,5137
"2018.05","티웨이항공","도착",2505,424597,2669
"2018.05","티웨이항공","출발",2501,426268,2468
"2018.05","이스타항공","계",4471,776743,4434
"2018.05","이스타항공","도착",2235,386561,2311
"2018.05","이스타항공","출발",2236,390182,2123
"2018.05","외항사","계",13669,2173700,117037
"2018.05","외항사","도착",6829,1081852,56852
"2018.05","외항사","출발",6840,1091848,60185
"2018.06","아시아나항공","계",11712,2241454,83389
"2018.06","아시아나항공","도착",5859,1124734,43294
"2018.06","아시아나항공","출발",5853,1116720,40095
"2018.06","에어부산","계",6161,1056388,6559
"2018.06","에어부산","도착",3080,527995,3346
"2018.06","에어부산","출발",3081,528393,3212
"2018.06","에어인천","계",154,0,1590
"2018.06","에어인천","도착",77,0,413
"2018.06","에어인천","출발",77,0,1177
"2018.06","에어서울","계",812,134986,1127
"2018.06","에어서울","도착",406,67037,583
"2018.06","에어서울","출발",406,67949,545
"2018.06","제주항공","계",8039,1421522,8952
"2018.06","제주항공","도착",4020,710199,4647
"2018.06","제주항공","출발",4019,711323,4305
"2018.06","진에어","계",5729,1136400,9660
"2018.06","진에어","도착",2864,567216,5002
"2018.06","진에어","출발",2865,569184,4657
"2018.06","대한항공","계",18244,2931640,146717
"2018.06","대한항공","도착",9123,1476399,74310
"2018.06","대한항공","출발",9121,1455241,72407
"2018.06","티웨이항공","계",4954,852625,5247
"2018.06","티웨이항공","도착",2477,426261,2711
"2018.06","티웨이항공","출발",2477,426364,2536
"2018.06","이스타항공","계",4495,807935,4596
"2018.06","이스타항공","도착",2247,402194,2391
"2018.06","이스타항공","출발",2248,405741,2205
"2018.06","외항사","계",13424,2207645,115149
"2018.06","외항사","도착",6712,1094909,56613
"2018.06","외항사","출발",6712,1112736,58535
"2018.07","아시아나항공","계",12296,2240040,88782
"2018.07","아시아나항공","도착",6146,1112455,45503
"2018.07","아시아나항공","출발",6150,1127585,43279
"2018.07","에어부산","계",6464,1075781,6843
"2018.07","에어부산","도착",3233,535104,3472
"2018.07","에어부산","출발",3231,540677,3371
"2018.07","에어인천","계",139,0,1869
"2018.07","에어인천","도착",70,0,558
"2018.07","에어인천","출발",69,0,1311
"2018.07","에어서울","계",865,142867,1305
"2018.07","에어서울","도착",433,69906,656
"2018.07","에어서울","출발",432,72961,649
"2018.07","제주항공","계",8202,1410727,9539
"2018.07","제주항공","도착",4099,700279,4887
"2018.07","제주항공","출발",4103,710448,4652
"2018.07","진에어","계",5990,1052470,8420
"2018.07","진에어","도착",2994,521246,4277
"2018.07","진에어","출발",2996,531224,4143
"2018.07","대한항공","계",18344,2838562,153214
"2018.07","대한항공","도착",9174,1400119,76201
"2018.07","대한항공","출발",9170,1438443,77013
"2018.07","티웨이항공","계",5141,856598,5465
"2018.07","티웨이항공","도착",2568,423360,2775
"2018.07","티웨이항공","출발",2573,433238,2690
"2018.07","이스타항공","계",4493,778153,4743
"2018.07","이스타항공","도착",2244,385935,2443
"2018.07","이스타항공","출발",2249,392218,2300
"2018.07","외항사","계",14145,2316188,116066
"2018.07","외항사","도착",7063,1120967,55451
"2018.07","외항사","출발",7082,1195221,60616
"2018.08","아시아나항공","계",12010,2358700,89548
"2018.08","아시아나항공","도착",6005,1193317,45375
"2018.08","아시아나항공","출발",6005,1165383,44173
"2018.08","에어부산","계",6456,1092552,7202
"2018.08","에어부산","도착",3228,549481,3722
"2018.08","에어부산","출발",3228,543071,3480
"2018.08","에어인천","계",162,0,2357
"2018.08","에어인천","도착",81,0,777
"2018.08","에어인천","출발",81,0,1579
"2018.08","에어서울","계",871,155945,1532
"2018.08","에어서울","도착",435,79598,803
"2018.08","에어서울","출발",436,76347,728
"2018.08","제주항공","계",8440,1494443,10589
"2018.08","제주항공","도착",4221,755414,5597
"2018.08","제주항공","출발",4219,739029,4992
"2018.08","진에어","계",5977,1114025,9019
"2018.08","진에어","도착",2989,564602,4684
"2018.08","진에어","출발",2988,549423,4335
"2018.08","대한항공","계",18580,3080869,154875
"2018.08","대한항공","도착",9287,1563975,76358
"2018.08","대한항공","출발",9293,1516894,78518
"2018.08","티웨이항공","계",5041,878314,5866
"2018.08","티웨이항공","도착",2522,443153,3092
"2018.08","티웨이항공","출발",2519,435161,2774
"2018.08","이스타항공","계",4643,823747,5388
"2018.08","이스타항공","도착",2324,415203,2852
"2018.08","이스타항공","출발",2319,408544,2536
"2018.08","외항사","계",14430,2465130,112978
"2018.08","외항사","도착",7216,1260178,54964
"2018.08","외항사","출발",7214,1204952,58014
"2018.09","아시아나항공","계",11642,2135896,89890
"2018.09","아시아나항공","도착",5821,1067174,44514
"2018.09","아시아나항공","출발",5821,1068722,45377
"2018.09","에어부산","계",6268,1021485,6482
"2018.09","에어부산","도착",3134,509907,3293
"2018.09","에어부산","출발",3134,511578,3189
"2018.09","에어인천","계",120,0,1380
"2018.09","에어인천","도착",60,0,589
"2018.09","에어인천","출발",60,0,790
"2018.09","에어서울","계",720,122992,1147
"2018.09","에어서울","도착",360,59713,578
